REFSEQ,SYMBOL,GENENAME,ENTREZID,GOSLIM_IDS,Ecol-K-12MG1655-1G-CTRL-Rep1,Ecol-K-12MG1655-1G-CTRL-Rep2,Ecol-K-12MG1655-1G-CTRL-Rep3,Ecol-K-12MG1655-1G-CTRL-Rep4,Ecol-K-12MG1655-uG-Clinorotation-Rep1,Ecol-K-12MG1655-uG-Clinorotation-Rep2,Ecol-K-12MG1655-uG-Clinorotation-Rep3,Ecol-K-12MG1655-uG-Clinorotation-Rep4,All.mean,All.stdev,F.p.value,Group.Mean_(1G),Group.Mean_(uG),Group.Stdev_(1G),Group.Stdev_(uG),Log2fc_(1G)v(uG),Log2fc_(uG)v(1G),P.value_(1G)v(uG),P.value_(uG)v(1G),Adj.p.value_(1G)v(uG),Adj.p.value_(uG)v(1G)
NP_414662,speD,S-adenosylmethionine decarboxylase,947719,NA,8.141060664,8.281967837,8.234268704,8.934407338,8.080909683,8.533949366,8.39544589,8.396271769,8.374785156,0.063409637,0.800766211,8.351644177,8.397926136,4.175822089,4.198963068,-0.046281959,0.046281959,0.800766211,0.800766211,0.998164659,0.998164659
NP_416090,ydfB,Qin prophage; uncharacterized protein,946176,,8.092303377,8.233606036,8.295119657,7.910276003,8.242319978,8.162935676,8.161910932,7.665624607,8.095512033,0.040417223,0.612280087,8.058197798,8.132826268,4.029098899,4.066413134,-0.07462847,0.07462847,0.612280087,0.612280087,0.998164659,0.998164659
NP_415060,ybcI,DUF457 family inner membrane protein,945155,,9.320281998,9.12051053,9.204016554,8.575575021,9.409951588,9.000876197,9.116439811,8.779354178,9.065875735,0.066636065,0.908570746,9.076655444,9.055096026,4.538327722,4.527548013,0.021559418,-0.021559418,0.908570746,0.908570746,0.998164659,0.998164659
NP_416471,yedJ,putative HD superfamily phosphohydrolase,946478,NA,8.60300434,8.47241948,8.594113124,8.704187993,8.589885275,8.60867353,8.588257992,8.61396602,8.596813469,0.010447123,0.927480527,8.600195704,8.593431235,4.300097852,4.296715617,0.00676447,-0.00676447,0.927480527,0.927480527,0.998164659,0.998164659
NP_417650,obgE,GTPase involved in cell partioning and DNA repair,947694,NA,8.771400107,8.772995453,8.789561264,8.789698747,8.713419029,8.707823136,8.718795063,8.632120812,8.736976701,0.007981967,0.197636475,8.69303951,8.780913893,4.346519755,4.390456946,-0.087874383,0.087874383,0.197636475,0.197636475,0.998164659,0.998164659
NP_416409,uspC,universal stress protein,946404,,8.48990859,8.5473174,8.611555343,8.736011048,8.47018892,8.441718877,8.515542412,8.596690922,8.551116689,0.012633283,0.285900514,8.506035283,8.596198095,4.253017641,4.298099048,-0.090162812,0.090162812,0.285900514,0.285900514,0.998164659,0.998164659
NP_416822,usg,putative semialdehyde dehydrogenase,946797,NA,7.991882098,8.051533285,8.058656039,7.957209512,8.24059152,8.037138126,8.122577271,8.231997822,8.086448209,0.011308893,0.089138261,8.158076185,8.014820234,4.079038092,4.007410117,0.143255951,-0.143255951,0.089138261,0.089138261,0.998164659,0.998164659
NP_418575,frdD,"fumarate reductase (anaerobic), membrane anchor subunit",948668,,8.58631306,8.557220555,8.550402053,8.446200466,8.531646723,8.57169472,8.547624013,8.495310484,8.535801509,0.008983405,0.982227231,8.536568985,8.535034034,4.268284493,4.267517017,0.001534952,-0.001534952,0.982227231,0.982227231,0.998164659,0.998164659
NP_417898,yhhY,aminoacyl nucleotide detoxifying acetyltransferase,947943,"GO:0006464, GO:0006473, GO:0008152, GO:0009987, GO:0019538, GO:0044238, NA",8.997648646,8.893519845,8.826864735,9.214798498,8.514751368,9.461625891,9.2986732,9.530059916,9.092242762,0.089898985,0.330515802,9.201277594,8.983207931,4.600638797,4.491603965,0.218069663,-0.218069663,0.330515802,0.330515802,0.998164659,0.998164659
NP_415236,phr,"deoxyribodipyrimidine photolyase, FAD-binding",947005,"GO:0003676, GO:0003824, GO:0003913, GO:0005488, GO:0006139, GO:0006259, GO:0006281, GO:0008152, GO:0016829, GO:0044238",8.622446234,8.619418248,8.54139763,8.92273407,8.495077539,8.685549903,8.661389646,8.802307322,8.668790074,0.022179077,0.886823087,8.661081102,8.676499045,4.330540551,4.338249523,-0.015417943,0.015417943,0.886823087,0.886823087,0.998164659,0.998164659
NP_416779,nuoN,"NADH:ubiquinone oxidoreductase, membrane subunit N",945136,"GO:0003824, GO:0006091, GO:0006119, GO:0016491, GO:0022904, GO:0008152",9.031817926,9.135894707,9.058017328,8.977073135,9.07215796,9.068082652,9.080685424,8.86187634,9.035700684,0.012589387,0.714096073,9.020700594,9.050700774,4.510350297,4.525350387,-0.03000018,0.03000018,0.714096073,0.714096073,0.998164659,0.998164659
NP_415845,mppA,murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit,945951,"GO:0005215, GO:0005886, GO:0006810, GO:0016020, GO:0030312, GO:0030313, GO:0044464, GO:0051179",8.768798866,8.838979967,8.810310503,8.99798893,8.780160664,8.863340774,8.619775866,8.878204275,8.81969498,0.015417368,0.45434531,8.785370394,8.854019567,4.392685197,4.427009783,-0.068649172,0.068649172,0.45434531,0.45434531,0.998164659,0.998164659
NP_416217,ppsA,phosphoenolpyruvate synthase,946209,"GO:0003824, GO:0005975, GO:0006810, GO:0008152, GO:0008643, GO:0016301, GO:0016740, GO:0044238, GO:0051179",9.007718803,9.066487232,9.069319564,9.010483162,8.90073249,9.057861559,9.154915508,8.870699384,9.017277213,0.013757269,0.621083909,8.996052235,9.03850219,4.498026118,4.519251095,-0.042449955,0.042449955,0.621083909,0.621083909,0.998164659,0.998164659
NP_417997,dppF,dipeptide/heme ABC transporter ATPas,948056,"GO:0003824, GO:0005215, GO:0005975, GO:0006520, GO:0006796, GO:0006810, GO:0006817, GO:0006865, GO:0008152, GO:0008643, GO:0016787, GO:0022857, GO:0042626, GO:0044238, GO:0051179",8.549418341,8.570321705,8.598933106,8.58914753,8.724119735,8.599984814,8.625596631,8.717804511,8.621915797,0.008889135,0.21033757,8.666876423,8.576955171,4.333438211,4.288477585,0.089921252,-0.089921252,0.21033757,0.21033757,0.998164659,0.998164659
NP_418579,epmA,Elongation Factor P Lys34 lysyltransferase,948672,"GO:0003676, GO:0003723, GO:0003824, GO:0004812, GO:0005488, GO:0006412, GO:0006418, GO:0008152, GO:0016874, GO:0019538, GO:0044238",8.17564416,8.276581162,8.223833596,7.816062636,8.62405417,7.78308246,8.074641723,8.059605091,8.129188125,0.063256276,0.946304627,8.135345861,8.123030388,4.06767293,4.061515194,0.012315473,-0.012315473,0.946304627,0.946304627,0.998164659,0.998164659
NP_417210,hypE,"carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein",947182,NA,7.902066089,7.74097052,7.778760219,8.438147821,7.31069875,8.428456182,8.173709394,8.094234315,7.983380411,0.119597034,0.883732267,8.00177466,7.964986162,4.00088733,3.982493081,0.036788498,-0.036788498,0.883732267,0.883732267,0.998164659,0.998164659
NP_416523,hisG,ATP phosphoribosyltransferase,946549,"GO:0003824, GO:0006520, GO:0006807, GO:0008152, GO:0008652, GO:0009058, GO:0009987, GO:0016740, GO:0016757, GO:0044238",9.162472219,9.239322756,9.218383365,9.120928671,9.178876392,9.331616165,9.181020432,9.187009058,9.202453632,0.010216263,0.64221596,9.219630512,9.185276753,4.609815256,4.592638376,0.034353759,-0.034353759,0.64221596,0.64221596,0.998164659,0.998164659
NP_415805,ycjD,DUF559 family endonuclease-related protein,945871,NA,9.022382084,8.955211054,8.881488385,8.796220959,9.081391603,8.72496443,8.925485624,8.606440229,8.874198046,0.025338507,0.499154257,8.834570471,8.913825621,4.417285236,4.45691281,-0.079255149,0.079255149,0.499154257,0.499154257,0.998164659,0.998164659
YP_026287,yjgM,GNAT family putative N-acetyltransferase,948772,NA,7.865686074,7.582341835,7.88227057,7.04115539,7.832590178,7.358734354,7.785514327,6.944360291,7.536581627,0.116432007,0.65191789,7.480299787,7.592863467,3.740149894,3.796431734,-0.11256368,0.11256368,0.65191789,0.65191789,0.998164659,0.998164659
NP_417187,srlR,sorbitol-inducible srl operon transcriptional repressor,948942,"GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0005622, GO:0006139, GO:0006351, GO:0008152, GO:0044238, GO:0001071, GO:0016070, GO:0044464",9.595983914,9.716017458,9.690039009,10.26222138,9.43644687,9.902511452,9.822413605,10.10938568,9.816877421,0.064139012,0.992962302,9.817689401,9.816065441,4.9088447,4.90803272,0.00162396,-0.00162396,0.992962302,0.992962302,0.998492725,0.998492725
NP_418799,deoA,thymidine phosphorylase,948901,"GO:0003824, GO:0004645, GO:0005622, GO:0005737, GO:0005829, GO:0006139, GO:0006796, GO:0006807, GO:0008152, GO:0009987, GO:0016740, GO:0016757, GO:0044238, GO:0044464",9.24587225,9.290867262,9.214303865,9.294817638,9.121409602,9.531887212,9.439631375,9.728361804,9.358393876,0.029223256,0.143215306,9.455322498,9.261465254,4.727661249,4.630732627,0.193857244,-0.193857244,0.143215306,0.143215306,0.998164659,0.998164659
NP_418282,tatC,TatABCE protein translocation system subunit,948328,NA,8.423507125,8.370408269,8.273229356,8.232620883,8.234264,8.37040003,8.414597123,8.968694034,8.410965103,0.044849577,0.280194896,8.496988797,8.324941408,4.248494399,4.162470704,0.172047389,-0.172047389,0.280194896,0.280194896,0.998164659,0.998164659
YP_026243,viaA,stimulator of RavA ATPase activity; von Willebrand factor domain protein,948257,NA,9.313872852,9.118994369,9.187782948,9.125104904,9.215544204,9.257275588,9.213566352,9.33233057,9.220558973,0.011146345,0.38448885,9.254679178,9.186438768,4.627339589,4.593219384,0.06824041,-0.06824041,0.38448885,0.38448885,0.998164659,0.998164659
NP_416438,yedD,lipoprotein,949082,,8.563709029,8.521421527,8.664182919,7.618672291,8.537991242,7.93102373,8.562001039,7.661799141,8.257600115,0.153167093,0.556978117,8.173203788,8.341996441,4.086601894,4.170998221,-0.168792654,0.168792654,0.556978117,0.556978117,0.998164659,0.998164659
NP_415946,tehA,potassium-tellurite ethidium and proflavin transporter,945852,NA,8.933614342,8.830523453,8.915549146,8.604651671,8.762828682,8.883818386,8.88112064,8.579098244,8.798900571,0.021842707,0.681124504,8.776716488,8.821084653,4.388358244,4.410542327,-0.044368165,0.044368165,0.681124504,0.681124504,0.998164659,0.998164659
NP_416111,mlc,glucosamine anaerobic growth regulon transcriptional repressor; autorepressor,945510,"GO:0003676, GO:0003677, GO:0003700, GO:0003824, GO:0005488, GO:0005975, GO:0005996, GO:0006109, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0008152, GO:0016301, GO:0016740, GO:0016853, GO:0016854, GO:0019200, GO:0044238, GO:0001071, GO:0016070, GO:0019219, GO:0050789, GO:0065007",8.510801584,8.623674304,8.483344666,8.550479377,8.551263985,8.259444926,8.207060505,8.354378446,8.442555974,0.01628885,0.054829379,8.343036965,8.542074983,4.171518483,4.271037491,-0.199038017,0.199038017,0.054829379,0.054829379,0.998164659,0.998164659
NP_416416,yecJ,DUF2766 family protein,946388,,8.794649668,8.764582598,8.799909793,8.543068409,8.616235738,8.936299001,8.788712645,8.715230049,8.744835988,0.018456082,0.697430923,8.764119358,8.725552617,4.382059679,4.362776309,0.038566741,-0.038566741,0.697430923,0.697430923,0.998164659,0.998164659
NP_418309,yihM,putative sugar phosphate isomerase,948367,,9.065974125,9.256697989,9.159073487,9.151510412,9.080842731,9.155291949,9.280502756,9.155291949,9.163148175,0.011703679,0.902201657,9.167982347,9.158314003,4.583991173,4.579157002,0.009668343,-0.009668343,0.902201657,0.902201657,0.998164659,0.998164659
NP_418083,waaR,"lipopolysaccharide 1,2-glucosyltransferase; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase",948142,"GO:0003824, GO:0005975, GO:0005976, GO:0008152, GO:0009058, GO:0016740, GO:0016757, GO:0044238",8.90460369,8.91046372,8.873807639,9.188674576,8.847869976,8.998279602,8.913162068,9.282301667,8.989895367,0.026806839,0.731284206,9.010403328,8.969387406,4.505201664,4.484693703,0.041015922,-0.041015922,0.731284206,0.731284206,0.998164659,0.998164659
NP_417205,hycA,regulator of the transcriptional regulator FhlA,947193,,8.594362822,8.548052044,8.529804161,8.723600206,8.716095212,8.826181284,8.646894519,8.739594937,8.665573148,0.01176196,0.116305746,8.732191488,8.598954808,4.366095744,4.299477404,0.13323668,-0.13323668,0.116305746,0.116305746,0.998164659,0.998164659
NP_418081,waaZ,lipopolysaccharide KdoIII transferase; lipopolysaccharide core biosynthesis protein,948146,,9.456065141,9.477462792,9.478376518,9.358035828,9.47448507,9.11831679,9.422021867,9.306340828,9.386388104,0.016779684,0.251693822,9.330291139,9.44248507,4.665145569,4.721242535,-0.112193931,0.112193931,0.251693822,0.251693822,0.998164659,0.998164659
NP_416198,sufB,component of SufBCD Fe-S cluster assembly scaffold,945753,"GO:0005488, GO:0005515",9.114417679,9.202759204,9.112642122,9.259451071,9.156423062,9.002841619,8.849747057,9.036863086,9.091893113,0.014422952,0.09071825,9.011468706,9.172317519,4.505734353,4.58615876,-0.160848813,0.160848813,0.09071825,0.09071825,0.998164659,0.998164659
NP_414902,tauD,"taurine dioxygenase, 2-oxoglutarate-dependent",945021,"GO:0003824, GO:0008152, GO:0009056, GO:0016491",8.806004821,8.611253402,8.614914688,8.202226679,8.827485945,8.409287796,8.594470612,8.003914708,8.508694832,0.069339174,0.604913648,8.458789765,8.558599898,4.229394883,4.279299949,-0.099810132,0.099810132,0.604913648,0.604913648,0.998164659,0.998164659
NP_417468,hybC,"hydrogenase 2, large subunit",945182,"GO:0003824, GO:0006091, GO:0006119, GO:0016491, GO:0022904, GO:0008152",8.192973097,8.341462572,8.252248503,8.827055404,8.302968401,8.674405095,8.280009113,8.457135839,8.416032253,0.046206587,0.872009562,8.428629612,8.403434894,4.214314806,4.201717447,0.025194718,-0.025194718,0.872009562,0.872009562,0.998164659,0.998164659
NP_417212,ygbA,uncharacterized protein,947187,,8.945972824,8.903166888,8.912471668,8.619012992,8.841576492,9.157039924,8.917218563,8.650188184,8.868330942,0.029722637,0.712605273,8.891505791,8.845156093,4.445752895,4.422578047,0.046349697,-0.046349697,0.712605273,0.712605273,0.998164659,0.998164659
NP_417743,smg,DUF494 family putative periplasmic protein,947781,NA,8.447905134,8.485106745,8.40913743,8.060106718,8.616540575,8.110433202,8.308589122,8.081800993,8.31495249,0.040425737,0.628412009,8.279340973,8.350564007,4.139670486,4.175282003,-0.071223034,0.071223034,0.628412009,0.628412009,0.998164659,0.998164659
NP_416294,yeaD,D-hexose-6-phosphate epimerase-like protein,946572,NA,8.206438573,8.095868147,8.205784488,8.561757931,7.929724255,8.5286106,8.33764336,8.316463229,8.272786323,0.042117674,0.943110872,8.278110361,8.267462285,4.139055181,4.133731142,0.010648076,-0.010648076,0.943110872,0.943110872,0.998164659,0.998164659
NP_416315,yeaV,putative transporter,947326,"GO:0005215, GO:0005886, GO:0006810, GO:0006811, GO:0006812, GO:0008324, GO:0009987, GO:0016020, GO:0022857, GO:0044464, GO:0051179",8.399346959,8.546443365,8.465553274,8.799312256,8.245617394,8.795702057,8.655258212,8.436235067,8.542933573,0.037138362,0.889583151,8.533203182,8.552663964,4.266601591,4.276331982,-0.019460781,0.019460781,0.889583151,0.889583151,0.998164659,0.998164659
NP_418430,zraP,Zn-dependent periplasmic chaperone,948507,,8.980817806,9.041940748,9.045454513,9.366477153,8.976941754,9.074048279,9.003554021,9.170296229,9.082441313,0.020012037,0.612617299,9.056210071,9.108672555,4.528105035,4.554336277,-0.052462484,0.052462484,0.612617299,0.612617299,0.998164659,0.998164659
NP_416746,glpC,"anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster",946735,"GO:0003824, GO:0005975, GO:0006091, GO:0006099, GO:0006119, GO:0008152, GO:0016491, GO:0022904, GO:0044238",9.838380216,9.705986631,9.862162496,9.529449022,9.659236841,9.184188782,9.684326899,9.610916362,9.634330906,0.033655076,0.158750984,9.534667221,9.733994591,4.76733361,4.866997296,-0.19932737,0.19932737,0.158750984,0.158750984,0.998164659,0.998164659
NP_418122,uhpT,hexose phosphate transporter,948201,"GO:0005215, GO:0006810, GO:0006811, GO:0006820, GO:0009987, GO:0016020, GO:0016021, GO:0022857, GO:0051179",8.931481089,8.978334451,8.852890179,8.972174557,8.933689199,8.969966447,8.993746992,8.973677847,8.950745095,0.00871155,0.618335183,8.967770121,8.933720069,4.483885061,4.466860034,0.034050052,-0.034050052,0.618335183,0.618335183,0.998164659,0.998164659
NP_416917,cysA,sulfate/thiosulfate transporter subunit,946889,"GO:0003824, GO:0005215, GO:0005975, GO:0006520, GO:0006796, GO:0006810, GO:0006817, GO:0006865, GO:0008152, GO:0008643, GO:0016787, GO:0022857, GO:0042626, GO:0044238, GO:0051179",8.625106823,8.648061043,8.728605902,8.72215963,8.745337806,8.7715207,8.741023591,8.570236323,8.694006477,0.011130126,0.735002719,8.707029605,8.68098335,4.353514803,4.340491675,0.026046256,-0.026046256,0.735002719,0.735002719,0.998164659,0.998164659
NP_416106,ynfG,"oxidoreductase, Fe-S subunit",945638,"GO:0003824, GO:0005622, GO:0005737, GO:0008152, GO:0016491, GO:0044464",8.421530359,8.400020681,8.404991794,8.488417012,8.563670148,8.313443111,8.410540347,8.317400081,8.415001692,0.012523227,0.736394359,8.401263422,8.428739962,4.200631711,4.214369981,-0.02747654,0.02747654,0.736394359,0.736394359,0.998164659,0.998164659
NP_417200,hycF,formate hydrogenlyase complex iron-sulfur protein,947048,"GO:0003824, GO:0006091, GO:0006119, GO:0016491, GO:0022904, NA",8.759645669,8.847921241,8.794760887,8.857775682,8.604558129,9.003290869,8.868996008,9.028818477,8.84572087,0.020680867,0.560933649,8.876415871,8.81502587,4.438207935,4.407512935,0.061390001,-0.061390001,0.560933649,0.560933649,0.998164659,0.998164659
NP_415604,rluC,"23S rRNA pseudouridine(955,2504,2580) synthase",945637,NA,8.298021518,8.507336631,8.436404272,8.535131067,8.481552179,8.448400653,8.538225644,8.905959615,8.518878947,0.026042422,0.223118515,8.593534523,8.444223372,4.296767261,4.222111686,0.149311151,-0.149311151,0.223118515,0.223118515,0.998164659,0.998164659
NP_418041,yiaT,putative outer membrane protein,948097,NA,9.274363324,9.24361014,9.131616391,8.757875967,9.074489687,9.103687621,9.249404156,9.071558005,9.113325662,0.028534548,0.852098342,9.124784867,9.101866456,4.562392434,4.550933228,0.022918412,-0.022918412,0.852098342,0.852098342,0.998164659,0.998164659
NP_416915,yfeS,WGR domain protein,946887,"GO:0005576, GO:0006605, GO:0006810, GO:0006886, GO:0015031, GO:0051179",9.085829497,9.035046254,9.075679213,8.730518594,9.003685322,8.855523002,8.969614637,8.893709433,8.956200744,0.018437917,0.607217382,8.930633099,8.98176839,4.465316549,4.490884195,-0.051135291,0.051135291,0.607217382,0.607217382,0.998164659,0.998164659
NP_416189,ydhY,"putative 4Fe-4S ferridoxin-type protein; FNR, Nar, NarP-regulated protein; putative subunit of YdhYVWXUT oxidoreductase complex",948749,"GO:0003824, GO:0005622, GO:0005737, GO:0008152, GO:0016491, GO:0044464",8.832828918,8.725840696,8.770962426,8.662533786,8.610713597,8.659968777,8.796129347,8.854082202,8.739132469,0.013435124,0.832745039,8.730223481,8.748041456,4.36511174,4.374020728,-0.017817976,0.017817976,0.832745039,0.832745039,0.998164659,0.998164659
NP_418502,yjcO,Sel1 family TPR-like repeat protein,948586,NA,8.688918047,8.562078327,8.551856781,8.582677301,8.606665639,8.483910515,8.612141744,8.60857924,8.587103449,0.010022028,0.799091975,8.577824284,8.596382614,4.288912142,4.298191307,-0.01855833,0.01855833,0.799091975,0.799091975,0.998164659,0.998164659
NP_416431,fliZ,RpoS antagonist; putative regulator of FliA activity,946833,,8.664228171,8.721817923,8.50952935,8.440283035,8.645692509,8.891432736,8.746745297,8.550495957,8.646278122,0.020213938,0.246433031,8.708591625,8.58396462,4.354295812,4.29198231,0.124627005,-0.124627005,0.246433031,0.246433031,0.998164659,0.998164659
NP_418447,yjbD,DUF3811 family protein,948518,,8.645373193,8.70074331,8.624212686,7.74067943,8.902403636,8.122162046,8.519181988,7.81229021,8.383380812,0.152512933,0.755269485,8.33900947,8.427752155,4.169504735,4.213876077,-0.088742684,0.088742684,0.755269485,0.755269485,0.998164659,0.998164659
NP_414941,yajC,SecYEG protein translocase auxillary subunit,945374,NA,8.827567766,8.636936133,8.750483995,7.862685851,8.72689679,8.465826619,8.757661336,8.338867171,8.545865708,0.087070561,0.805569047,8.572312979,8.519418436,4.28615649,4.259709218,0.052894543,-0.052894543,0.805569047,0.805569047,0.998164659,0.998164659
NP_417600,agaR,transcriptional repressor of the aga regulon,947636,"GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0005622, GO:0006139, GO:0006351, GO:0008152, GO:0044238, GO:0001071, GO:0016070, GO:0044464",8.618078855,8.486608009,8.76445366,8.609133037,8.772904022,8.752278845,8.670077345,8.437665519,8.638899912,0.019558535,0.704908509,8.658231433,8.61956839,4.329115717,4.309784195,0.038663043,-0.038663043,0.704908509,0.704908509,0.998164659,0.998164659
NP_415450,asnS,asparaginyl tRNA synthetase,945555,"GO:0003676, GO:0003723, GO:0003824, GO:0004812, GO:0005488, GO:0006412, GO:0006418, GO:0008152, GO:0016874, GO:0019538, GO:0044238",8.405511652,8.421406418,8.386355679,8.180986218,8.422788439,8.222969807,8.148983052,8.071384635,8.282548237,0.019192942,0.210644112,8.216531483,8.348564992,4.108265742,4.174282496,-0.132033509,0.132033509,0.210644112,0.210644112,0.998164659,0.998164659
NP_416141,ydgJ,putative oxidoreductase,947164,"GO:0003824, GO:0008152, GO:0016491",8.580092537,8.603062442,8.595080299,8.250354547,8.516858489,8.429361823,8.479611418,8.308960074,8.470422704,0.019917409,0.480451762,8.433697951,8.507147456,4.216848975,4.253573728,-0.073449505,0.073449505,0.480451762,0.480451762,0.998164659,0.998164659
NP_417129,yfjW,CP4-57 prophage; putative inner membrane protein,947128,,8.382177978,8.368525426,8.279531121,8.687814241,8.130904333,8.175831968,8.543273686,8.542703855,8.388845326,0.034929464,0.553493666,8.348178461,8.429512191,4.17408923,4.214756096,-0.081333731,0.081333731,0.553493666,0.553493666,0.998164659,0.998164659
NP_415420,ycaN,LysR family putative transcriptional regulator,945523,NA,8.373065417,8.417436266,8.439347469,8.931338375,8.276650471,8.673635041,8.494591986,8.891786385,8.562231426,0.053074235,0.79376958,8.584165971,8.540296882,4.292082985,4.270148441,0.043869089,-0.043869089,0.79376958,0.79376958,0.998164659,0.998164659
NP_416529,hisF,"imidazole glycerol phosphate synthase, catalytic subunit with HisH",946516,"GO:0003824, GO:0008152, GO:0016740, GO:0016757",9.032071797,9.023895762,8.992208888,8.486873064,9.03971972,8.846520604,8.938304019,8.174972906,8.816820845,0.081822762,0.524598572,8.749879312,8.883762378,4.374939656,4.441881189,-0.133883066,0.133883066,0.524598572,0.524598572,0.998164659,0.998164659
NP_417046,glyA,serine hydroxymethyltransferase,947022,"GO:0003824, GO:0006139, GO:0006520, GO:0008152, GO:0008168, GO:0016740, GO:0044238",8.343506366,8.290857308,8.314457219,8.322101804,8.179076513,8.307679512,8.521592762,8.287757195,8.320878585,0.014392365,0.942460424,8.324026496,8.317730674,4.162013248,4.158865337,0.006295821,-0.006295821,0.942460424,0.942460424,0.998164659,0.998164659
NP_418760,yjiR,putative DNA-binding transcriptional regulator/putative aminotransferase,949089,"GO:0003824, GO:0006520, GO:0006778, GO:0006807, GO:0008152, GO:0008483, GO:0016740, GO:0044238",8.519341872,8.535077239,8.531471803,8.574871885,8.509817608,8.482111039,8.498520412,8.298951511,8.493770421,0.010888784,0.239947984,8.447350142,8.5401907,4.223675071,4.27009535,-0.092840557,0.092840557,0.239947984,0.239947984,0.998164659,0.998164659
NP_415742,narG,"nitrate reductase 1, alpha subunit",945782,"GO:0003824, GO:0005488, GO:0008152, GO:0016491, NA",8.81485605,8.927775963,8.829452096,9.05574968,8.843661653,9.094762467,8.939298469,8.895637332,8.925149214,0.015411381,0.688240542,8.94333998,8.906958447,4.47166999,4.453479224,0.036381533,-0.036381533,0.688240542,0.688240542,0.998164659,0.998164659
NP_418561,dcuA,C4-dicarboxylate antiporter,948659,NA,7.831367167,7.975286643,8.001101161,7.92567211,8.059308311,7.82035754,7.743404585,8.289231949,7.955716183,0.029619683,0.72176014,7.978075596,7.93335677,3.989037798,3.966678385,0.044718826,-0.044718826,0.72176014,0.72176014,0.998164659,0.998164659
YP_025298,ldrB,"toxic polypeptide, small",2847735,,8.963357072,8.903423013,9.025857851,9.917678164,8.681123014,9.635749667,9.475989268,9.725572079,9.291093766,0.159720688,0.546575059,9.379608507,9.202579025,4.689804253,4.601289512,0.177029482,-0.177029482,0.546575059,0.546575059,0.998164659,0.998164659
NP_416585,yegQ,putative peptidase,946609,NA,8.666534598,8.660347673,8.737271919,8.988877446,8.692364234,8.600597673,8.648030597,8.931714554,8.740717337,0.022553352,0.681144331,8.718176765,8.763257909,4.359088382,4.381628955,-0.045081144,0.045081144,0.681144331,0.681144331,0.998164659,0.998164659
NP_415548,ycdU,putative inner membrane protein,945592,,9.35086704,9.332812064,9.374767079,8.98871234,9.442185592,9.325062739,9.415759073,8.850028789,9.26002434,0.04404352,0.981537823,9.258259048,9.261789631,4.629129524,4.630894815,-0.003530583,0.003530583,0.981537823,0.981537823,0.998164659,0.998164659
YP_026267,yigL,pyridoxal phosphate phosphatase,2847768,NA,8.778640466,8.686366992,8.756500532,8.976029068,8.485127995,9.208557764,8.982911191,8.929981558,8.850514446,0.043074177,0.503510605,8.901644627,8.799384265,4.450822313,4.399692132,0.102260362,-0.102260362,0.503510605,0.503510605,0.998164659,0.998164659
NP_417257,queE,7-carboxy-7-deazaguanine synthase; queosine biosynthesis,947527,NA,9.404366495,9.316882034,9.28173532,9.464418395,9.12414577,9.37858631,9.328786164,9.510826369,9.351218357,0.018271994,0.751071939,9.335586153,9.366850561,4.667793077,4.68342528,-0.031264408,0.031264408,0.751071939,0.751071939,0.998164659,0.998164659
NP_418019,yiaA,"YiaAB family inner membrane protein, tandem domains",948078,"GO:0005886, GO:0006950, GO:0009987, GO:0016020, GO:0016021, GO:0044464, GO:0050896",8.680832291,8.793875679,8.846695327,8.966532734,8.823702712,8.746126169,8.765262613,8.811766772,8.804349287,0.012535734,0.666481822,8.786714566,8.821984008,4.393357283,4.410992004,-0.035269441,0.035269441,0.666481822,0.666481822,0.998164659,0.998164659
NP_417713,rng,ribonuclease G,947744,"GO:0003824, GO:0004518, GO:0005622, GO:0005737, GO:0006139, GO:0006807, GO:0008152, GO:0009987, GO:0016070, GO:0016072, GO:0016787, GO:0016788, GO:0044085, GO:0044238, GO:0044464, GO:0071840",9.777989974,9.741070788,9.755030534,9.512238744,9.638760878,9.763827834,9.830433673,9.616660178,9.704501575,0.015961279,0.863203849,9.712420641,9.69658251,4.85621032,4.848291255,0.015838131,-0.015838131,0.863203849,0.863203849,0.998164659,0.998164659
NP_415121,fepG,iron-enterobactin ABC transporter permease,945209,"GO:0005215, GO:0005886, GO:0006810, GO:0006811, NA",8.135116492,7.969921893,8.154723343,7.815694539,8.141117272,8.058052713,8.038707409,8.088493298,8.05022837,0.016456407,0.506665191,8.081592673,8.018864067,4.040796337,4.009432033,0.062728606,-0.062728606,0.506665191,0.506665191,0.998164659,0.998164659
NP_417003,guaB,IMP dehydrogenase,946985,"GO:0003824, GO:0006139, GO:0006144, GO:0008152, GO:0016491, GO:0044238",9.158514917,8.968191654,9.122823154,9.225677363,9.042027197,9.210711207,9.331318015,9.409145784,9.183551161,0.019875916,0.226208093,9.248300551,9.118801772,4.624150275,4.559400886,0.129498779,-0.129498779,0.226208093,0.226208093,0.998164659,0.998164659
